Row_ID,Source_ID,DOI,Publication_year,First_author,Reference_title,Journal,All_authors,RIS_index,AgS,ReT,SA,Metal,AIC,Temp,pH,rpm,Adc,Qm,Aged condition,Solution- added agent,Study_ID,Study_ID_numeric,extreme_qm_flag,log_Qm,Temp_missing,pH_missing,rpm_missing,imputed_AIC,imputed_Temp,imputed_rpm,quality_score,quality_flags,quality_category
QMR121,QMS017,10.1016/j.scitotenv.2022.155251,2022,"Li, Y.",Effect of biofilm colonization on Pb(II) adsorption onto poly(butylene succinate) microplastic during its biodegradation,Science of the Total Environment,"Li, Y.; Wang, X.; Wang, Y.; Sun, Y.; Xia, S.; Zhao, J.",36,Aged,PBS,1.15,Pb (II),4.0,25.0,5.0,180.0,Single-ion,647.09,Lab: wastewater-incubation,,QMS017,17,False,6.472485388381767,0,0,0,0,0,0,100,none,high
QMR122,QMS017,10.1016/j.scitotenv.2022.155251,2022,"Li, Y.",Effect of biofilm colonization on Pb(II) adsorption onto poly(butylene succinate) microplastic during its biodegradation,Science of the Total Environment,"Li, Y.; Wang, X.; Wang, Y.; Sun, Y.; Xia, S.; Zhao, J.",36,Aged,PBS,0.69,Pb (II),4.0,25.0,5.0,180.0,Single-ion,323.62,Lab: wastewater-incubation,,QMS017,17,False,5.779569987971662,0,0,0,0,0,0,100,none,high
QMR123,QMS018,10.1016/j.chemosphere.2022.134865,2022,"Li, Y.",Adsorption behaviour of microplastics on the heavy metal Cr(VI) before and after ageing,Chemosphere,"Li, Y.; Zhang, Y.; Su, F.; Wang, Y.; Peng, L.; Liu, D.",35,Virgin,PS,0.157,Cr (VI),10.5,5.0,,180.0,Single-ion,95.77,,,QMS018,18,False,4.561949483533528,0,1,0,0,0,0,95,pH_missing,high
QMR124,QMS018,10.1016/j.chemosphere.2022.134865,2022,"Li, Y.",Adsorption behaviour of microplastics on the heavy metal Cr(VI) before and after ageing,Chemosphere,"Li, Y.; Zhang, Y.; Su, F.; Wang, Y.; Peng, L.; Liu, D.",35,Virgin,PA,0.0304,Cr (VI),10.5,5.0,,180.0,Single-ion,588.42,,,QMS018,18,False,6.377440978632284,0,1,0,0,0,0,95,pH_missing,high
QMR125,QMS018,10.1016/j.chemosphere.2022.134865,2022,"Li, Y.",Adsorption behaviour of microplastics on the heavy metal Cr(VI) before and after ageing,Chemosphere,"Li, Y.; Zhang, Y.; Su, F.; Wang, Y.; Peng, L.; Liu, D.",35,Virgin,PE,0.5107,Cr (VI),10.5,15.0,,180.0,Single-ion,69.03,,,QMS018,18,False,4.234541192715384,0,1,0,0,0,0,95,pH_missing,high
QMR126,QMS018,10.1016/j.chemosphere.2022.134865,2022,"Li, Y.",Adsorption behaviour of microplastics on the heavy metal Cr(VI) before and after ageing,Chemosphere,"Li, Y.; Zhang, Y.; Su, F.; Wang, Y.; Peng, L.; Liu, D.",35,Virgin,PS,0.157,Cr (VI),10.5,15.0,,180.0,Single-ion,164.54,,,QMS018,18,False,5.103153701740784,0,1,0,0,0,0,95,pH_missing,high
QMR127,QMS018,10.1016/j.chemosphere.2022.134865,2022,"Li, Y.",Adsorption behaviour of microplastics on the heavy metal Cr(VI) before and after ageing,Chemosphere,"Li, Y.; Zhang, Y.; Su, F.; Wang, Y.; Peng, L.; Liu, D.",35,Virgin,PA,0.0304,Cr (VI),10.5,15.0,,180.0,Single-ion,797.61,,,QMS018,18,False,6.681619756181872,0,1,0,0,0,0,95,pH_missing,high
QMR128,QMS018,10.1016/j.chemosphere.2022.134865,2022,"Li, Y.",Adsorption behaviour of microplastics on the heavy metal Cr(VI) before and after ageing,Chemosphere,"Li, Y.; Zhang, Y.; Su, F.; Wang, Y.; Peng, L.; Liu, D.",35,Virgin,PS,0.157,Cr (VI),10.5,25.0,,180.0,Single-ion,238.47,,,QMS018,18,False,5.474243516253131,0,1,0,0,0,0,95,pH_missing,high
QMR129,QMS018,10.1016/j.chemosphere.2022.134865,2022,"Li, Y.",Adsorption behaviour of microplastics on the heavy metal Cr(VI) before and after ageing,Chemosphere,"Li, Y.; Zhang, Y.; Su, F.; Wang, Y.; Peng, L.; Liu, D.",35,Virgin,PA,0.0304,Cr (VI),10.5,25.0,,180.0,Single-ion,745.26,,,QMS018,18,False,6.6137331507841575,0,1,0,0,0,0,95,pH_missing,high
QMR130,QMS018,10.1016/j.chemosphere.2022.134865,2022,"Li, Y.",Adsorption behaviour of microplastics on the heavy metal Cr(VI) before and after ageing,Chemosphere,"Li, Y.; Zhang, Y.; Su, F.; Wang, Y.; Peng, L.; Liu, D.",35,Virgin,PS,0.157,Cr (VI),10.5,35.0,,180.0,Single-ion,85.67,,,QMS018,18,False,4.4505027059759525,0,1,0,0,0,0,95,pH_missing,high
QMR131,QMS018,10.1016/j.chemosphere.2022.134865,2022,"Li, Y.",Adsorption behaviour of microplastics on the heavy metal Cr(VI) before and after ageing,Chemosphere,"Li, Y.; Zhang, Y.; Su, F.; Wang, Y.; Peng, L.; Liu, D.",35,Virgin,PA,0.0304,Cr (VI),10.5,35.0,,180.0,Single-ion,791.44,,,QMS018,18,False,6.673854071014968,0,1,0,0,0,0,95,pH_missing,high
QMR132,QMS018,10.1016/j.chemosphere.2022.134865,2022,"Li, Y.",Adsorption behaviour of microplastics on the heavy metal Cr(VI) before and after ageing,Chemosphere,"Li, Y.; Zhang, Y.; Su, F.; Wang, Y.; Peng, L.; Liu, D.",35,Aged,PA,0.0417,Cr (VI),10.5,5.0,,180.0,Single-ion,715.54,Lab: UV,,QMS018,18,False,6.573037502395446,0,1,0,0,0,0,95,pH_missing,high
QMR133,QMS018,10.1016/j.chemosphere.2022.134865,2022,"Li, Y.",Adsorption behaviour of microplastics on the heavy metal Cr(VI) before and after ageing,Chemosphere,"Li, Y.; Zhang, Y.; Su, F.; Wang, Y.; Peng, L.; Liu, D.",35,Aged,PS,2.545,Cr (VI),10.5,15.0,,180.0,Single-ion,261.17,Lab: UV,,QMS018,18,False,5.56517153628838,0,1,0,0,0,0,95,pH_missing,high
QMR134,QMS018,10.1016/j.chemosphere.2022.134865,2022,"Li, Y.",Adsorption behaviour of microplastics on the heavy metal Cr(VI) before and after ageing,Chemosphere,"Li, Y.; Zhang, Y.; Su, F.; Wang, Y.; Peng, L.; Liu, D.",35,Aged,PA,0.0417,Cr (VI),10.5,15.0,,180.0,Single-ion,726.75,Lab: UV,,QMS018,18,False,6.588582539438986,0,1,0,0,0,0,95,pH_missing,high
QMR135,QMS018,10.1016/j.chemosphere.2022.134865,2022,"Li, Y.",Adsorption behaviour of microplastics on the heavy metal Cr(VI) before and after ageing,Chemosphere,"Li, Y.; Zhang, Y.; Su, F.; Wang, Y.; Peng, L.; Liu, D.",35,Aged,PS,2.545,Cr (VI),10.5,25.0,,180.0,Single-ion,330.61,Lab: UV,,QMS018,18,False,5.8009394329633395,0,1,0,0,0,0,95,pH_missing,high
QMR136,QMS018,10.1016/j.chemosphere.2022.134865,2022,"Li, Y.",Adsorption behaviour of microplastics on the heavy metal Cr(VI) before and after ageing,Chemosphere,"Li, Y.; Zhang, Y.; Su, F.; Wang, Y.; Peng, L.; Liu, D.",35,Aged,PE,0.5607,Cr (VI),10.5,35.0,,180.0,Single-ion,244.34,Lab: UV,,QMS018,18,False,5.498560697975914,0,1,0,0,0,0,95,pH_missing,high
QMR137,QMS018,10.1016/j.chemosphere.2022.134865,2022,"Li, Y.",Adsorption behaviour of microplastics on the heavy metal Cr(VI) before and after ageing,Chemosphere,"Li, Y.; Zhang, Y.; Su, F.; Wang, Y.; Peng, L.; Liu, D.",35,Aged,PA,0.0417,Cr (VI),10.5,35.0,,180.0,Single-ion,796.66,Lab: UV,,QMS018,18,False,6.680427988021596,0,1,0,0,0,0,95,pH_missing,high
QMR138,QMS022,10.1016/j.watres.2022.119144,2022,"Lin, L.",Enhanced heavy metal adsorption on microplastics by incorporating flame retardant hexabromocyclododecanes: Mechanisms and potential migration risks,Water Research,"Lin, L.; Li, H.; Hong, H.; Yuan, B.; Sun, X.; He, L.; Xue, C.; Lu, H.; Liu, J.; Yan, C.",34,Virgin,PS,,Cu (II),11.597875,15.0,,170.0,Mixed,33.275,,HBCD ,QMS022,22,False,3.5048063642811753,0,1,0,0,0,0,95,pH_missing,high
QMR139,QMS022,10.1016/j.watres.2022.119144,2022,"Lin, L.",Enhanced heavy metal adsorption on microplastics by incorporating flame retardant hexabromocyclododecanes: Mechanisms and potential migration risks,Water Research,"Lin, L.; Li, H.; Hong, H.; Yuan, B.; Sun, X.; He, L.; Xue, C.; Lu, H.; Liu, J.; Yan, C.",34,Virgin,PS,,Cu (II),11.597875,25.0,,170.0,Mixed,40.111,,HBCD ,QMS022,22,False,3.6916506109097225,0,1,0,0,0,0,95,pH_missing,high
QMR140,QMS022,10.1016/j.watres.2022.119144,2022,"Lin, L.",Enhanced heavy metal adsorption on microplastics by incorporating flame retardant hexabromocyclododecanes: Mechanisms and potential migration risks,Water Research,"Lin, L.; Li, H.; Hong, H.; Yuan, B.; Sun, X.; He, L.; Xue, C.; Lu, H.; Liu, J.; Yan, C.",34,Virgin,PS,,Cu (II),11.597875,35.0,,170.0,Mixed,48.217,,HBCD ,QMS022,22,False,3.8757116559689906,0,1,0,0,0,0,95,pH_missing,high
QMR141,QMS022,10.1016/j.watres.2022.119144,2022,"Lin, L.",Enhanced heavy metal adsorption on microplastics by incorporating flame retardant hexabromocyclododecanes: Mechanisms and potential migration risks,Water Research,"Lin, L.; Li, H.; Hong, H.; Yuan, B.; Sun, X.; He, L.; Xue, C.; Lu, H.; Liu, J.; Yan, C.",34,Virgin,PS,,Zn (II),10.710925,15.0,,170.0,Mixed,15.577,,HBCD ,QMS022,22,False,2.7457954673444687,0,1,0,0,0,0,95,pH_missing,high
QMR142,QMS022,10.1016/j.watres.2022.119144,2022,"Lin, L.",Enhanced heavy metal adsorption on microplastics by incorporating flame retardant hexabromocyclododecanes: Mechanisms and potential migration risks,Water Research,"Lin, L.; Li, H.; Hong, H.; Yuan, B.; Sun, X.; He, L.; Xue, C.; Lu, H.; Liu, J.; Yan, C.",34,Virgin,PS,,Zn (II),10.710925,25.0,,170.0,Mixed,23.213,,HBCD ,QMS022,22,False,3.1447124665653097,0,1,0,0,0,0,95,pH_missing,high
QMR143,QMS022,10.1016/j.watres.2022.119144,2022,"Lin, L.",Enhanced heavy metal adsorption on microplastics by incorporating flame retardant hexabromocyclododecanes: Mechanisms and potential migration risks,Water Research,"Lin, L.; Li, H.; Hong, H.; Yuan, B.; Sun, X.; He, L.; Xue, C.; Lu, H.; Liu, J.; Yan, C.",34,Virgin,PS,,Zn (II),10.710925,35.0,,170.0,Mixed,27.569,,HBCD ,QMS022,22,False,3.3166919530684913,0,1,0,0,0,0,95,pH_missing,high
QMR144,QMS022,10.1016/j.watres.2022.119144,2022,"Lin, L.",Enhanced heavy metal adsorption on microplastics by incorporating flame retardant hexabromocyclododecanes: Mechanisms and potential migration risks,Water Research,"Lin, L.; Li, H.; Hong, H.; Yuan, B.; Sun, X.; He, L.; Xue, C.; Lu, H.; Liu, J.; Yan, C.",34,Virgin,PS,,Ni (II),11.93185,15.0,,170.0,Mixed,9.228,,HBCD ,QMS022,22,False,2.222242340311507,0,1,0,0,0,0,95,pH_missing,high
QMR145,QMS022,10.1016/j.watres.2022.119144,2022,"Lin, L.",Enhanced heavy metal adsorption on microplastics by incorporating flame retardant hexabromocyclododecanes: Mechanisms and potential migration risks,Water Research,"Lin, L.; Li, H.; Hong, H.; Yuan, B.; Sun, X.; He, L.; Xue, C.; Lu, H.; Liu, J.; Yan, C.",34,Virgin,PS,,Ni (II),11.93185,15.0,,170.0,Mixed,11.724,,HBCD ,QMS022,22,False,2.461638022848646,0,1,0,0,0,0,95,pH_missing,high
QMR146,QMS022,10.1016/j.watres.2022.119144,2022,"Lin, L.",Enhanced heavy metal adsorption on microplastics by incorporating flame retardant hexabromocyclododecanes: Mechanisms and potential migration risks,Water Research,"Lin, L.; Li, H.; Hong, H.; Yuan, B.; Sun, X.; He, L.; Xue, C.; Lu, H.; Liu, J.; Yan, C.",34,Virgin,PS,,Ni (II),11.93185,15.0,,170.0,Mixed,13.416,,HBCD ,QMS022,22,False,2.5964480245209076,0,1,0,0,0,0,95,pH_missing,high
QMR147,QMS023,10.1016/j.jhazmat.2022.128643,2022,"Liu, S.",Investigation of the adsorption behavior of Pb(II) onto natural-aged microplastics as affected by salt ions,Journal of Hazardous Materials,"Liu, S.; Huang, J.; Zhang, W.; Shi, L.; Yi, K.; Zhang, C.; Pang, H.; Li, J.; Li, S.",32,Virgin,PE,0.144,Pb (II),30.0,25.0,,150.0,Single-ion,9250.0,,,QMS023,23,True,9.132378830506472,0,1,0,0,0,0,75,extreme_qm;pH_missing,medium
QMR148,QMS023,10.1016/j.jhazmat.2022.128643,2022,"Liu, S.",Investigation of the adsorption behavior of Pb(II) onto natural-aged microplastics as affected by salt ions,Journal of Hazardous Materials,"Liu, S.; Huang, J.; Zhang, W.; Shi, L.; Yi, K.; Zhang, C.; Pang, H.; Li, J.; Li, S.",32,Virgin,PE,0.144,Pb (II),30.0,25.0,,150.0,Mixed,5250.0,,Na,QMS023,23,False,8.565983355585669,0,1,0,0,0,0,95,pH_missing,high
QMR149,QMS023,10.1016/j.jhazmat.2022.128643,2022,"Liu, S.",Investigation of the adsorption behavior of Pb(II) onto natural-aged microplastics as affected by salt ions,Journal of Hazardous Materials,"Liu, S.; Huang, J.; Zhang, W.; Shi, L.; Yi, K.; Zhang, C.; Pang, H.; Li, J.; Li, S.",32,Virgin,PE,0.144,Pb (II),30.0,25.0,,150.0,Mixed,7780.0,,Na,QMS023,23,True,8.959311617172437,0,1,0,0,0,0,75,extreme_qm;pH_missing,medium
QMR150,QMS023,10.1016/j.jhazmat.2022.128643,2022,"Liu, S.",Investigation of the adsorption behavior of Pb(II) onto natural-aged microplastics as affected by salt ions,Journal of Hazardous Materials,"Liu, S.; Huang, J.; Zhang, W.; Shi, L.; Yi, K.; Zhang, C.; Pang, H.; Li, J.; Li, S.",32,Aged,PE,0.521,Pb (II),30.0,25.0,,150.0,Mixed,17730.0,Nature: river,Na,QMS023,23,True,9.783013399068254,0,1,0,0,0,0,75,extreme_qm;pH_missing,medium
QMR151,QMS023,10.1016/j.jhazmat.2022.128643,2022,"Liu, S.",Investigation of the adsorption behavior of Pb(II) onto natural-aged microplastics as affected by salt ions,Journal of Hazardous Materials,"Liu, S.; Huang, J.; Zhang, W.; Shi, L.; Yi, K.; Zhang, C.; Pang, H.; Li, J.; Li, S.",32,Virgin,PE,0.144,Pb (II),30.0,25.0,,150.0,Mixed,4160.0,,Ca,QMS023,23,False,8.333270353255308,0,1,0,0,0,0,95,pH_missing,high
QMR152,QMS023,10.1016/j.jhazmat.2022.128643,2022,"Liu, S.",Investigation of the adsorption behavior of Pb(II) onto natural-aged microplastics as affected by salt ions,Journal of Hazardous Materials,"Liu, S.; Huang, J.; Zhang, W.; Shi, L.; Yi, K.; Zhang, C.; Pang, H.; Li, J.; Li, S.",32,Virgin,PE,0.144,Pb (II),30.0,25.0,,150.0,Mixed,6990.0,,Ca,QMS023,23,True,8.852235835227855,0,1,0,0,0,0,75,extreme_qm;pH_missing,medium
QMR153,QMS023,10.1016/j.jhazmat.2022.128643,2022,"Liu, S.",Investigation of the adsorption behavior of Pb(II) onto natural-aged microplastics as affected by salt ions,Journal of Hazardous Materials,"Liu, S.; Huang, J.; Zhang, W.; Shi, L.; Yi, K.; Zhang, C.; Pang, H.; Li, J.; Li, S.",32,Aged,PE,0.521,Pb (II),30.0,25.0,,150.0,Mixed,8710.0,Nature: river,Ca,QMS023,23,True,9.072227069846548,0,1,0,0,0,0,75,extreme_qm;pH_missing,medium
QMR154,QMS024,10.1016/j.jece.2022.108615,2022,"Liu, Y.",The influence of Pb(II) adsorption on (Non) biodegradable microplastics by UV/O3oxidation treatment,Journal of Environmental Chemical Engineering,"Liu, Y.; Zhang, J.; Cao, W.; Hu, Y.; Shen, W.",31,Virgin,PE,0.4552,Pb (II),15.0,25.0,,150.0,Single-ion,536.0,,,QMS024,24,False,6.284134161070802,0,1,0,0,0,0,95,pH_missing,high
QMR155,QMS024,10.1016/j.jece.2022.108615,2022,"Liu, Y.",The influence of Pb(II) adsorption on (Non) biodegradable microplastics by UV/O3oxidation treatment,Journal of Environmental Chemical Engineering,"Liu, Y.; Zhang, J.; Cao, W.; Hu, Y.; Shen, W.",31,Virgin,PLA,0.3663,Pb (II),15.0,25.0,,150.0,Single-ion,670.0,,,QMS024,24,False,6.507277712385012,0,1,0,0,0,0,95,pH_missing,high
QMR156,QMS024,10.1016/j.jece.2022.108615,2022,"Liu, Y.",The influence of Pb(II) adsorption on (Non) biodegradable microplastics by UV/O3oxidation treatment,Journal of Environmental Chemical Engineering,"Liu, Y.; Zhang, J.; Cao, W.; Hu, Y.; Shen, W.",31,Aged,PE,0.8361,Pb (II),15.0,25.0,,150.0,Single-ion,821.0,Lab: UV/O3,,QMS024,24,False,6.710523109452428,0,1,0,0,0,0,95,pH_missing,high
QMR157,QMS024,10.1016/j.jece.2022.108615,2022,"Liu, Y.",The influence of Pb(II) adsorption on (Non) biodegradable microplastics by UV/O3oxidation treatment,Journal of Environmental Chemical Engineering,"Liu, Y.; Zhang, J.; Cao, W.; Hu, Y.; Shen, W.",31,Aged,PE,0.3663,Pb (II),15.0,25.0,,150.0,Single-ion,977.0,Lab: UV/O3,,QMS024,24,False,6.884486652042782,0,1,0,0,0,0,95,pH_missing,high
QMR158,QMS027,10.1016/j.chemosphere.2022.135276,2022,"Nguyen, T. B.",Adsorption of lead(II) onto PE microplastics as a function of particle size: Influencing factors and adsorption mechanism,Chemosphere,"Nguyen, T. B.; Ho, T. B. C.; Huang, C. P.; Chen, C. W.; Chen, W. H.; Hsieh, S.; Hsieh, S. L.; Dong, C. D.",28,Virgin,PE,,Pb (II),1.05,25.0,5.0,160.0,Single-ion,78.73599999999999,,,QMS027,27,False,4.366100484123622,0,0,1,0,0,1,97,imputed_rpm,high
QMR159,QMS027,10.1016/j.chemosphere.2022.135276,2022,"Nguyen, T. B.",Adsorption of lead(II) onto PE microplastics as a function of particle size: Influencing factors and adsorption mechanism,Chemosphere,"Nguyen, T. B.; Ho, T. B. C.; Huang, C. P.; Chen, C. W.; Chen, W. H.; Hsieh, S.; Hsieh, S. L.; Dong, C. D.",28,Virgin,PE,,Pb (II),1.05,25.0,5.0,160.0,Single-ion,39.9896,,,QMS027,27,False,3.6886194203080764,0,0,1,0,0,1,97,imputed_rpm,high
QMR160,QMS027,10.1016/j.chemosphere.2022.135276,2022,"Nguyen, T. B.",Adsorption of lead(II) onto PE microplastics as a function of particle size: Influencing factors and adsorption mechanism,Chemosphere,"Nguyen, T. B.; Ho, T. B. C.; Huang, C. P.; Chen, C. W.; Chen, W. H.; Hsieh, S.; Hsieh, S. L.; Dong, C. D.",28,Virgin,PE,,Pb (II),1.05,25.0,5.0,160.0,Single-ion,30.2512,,,QMS027,27,False,3.4095358531115276,0,0,1,0,0,1,97,imputed_rpm,high
QMR161,QMS029,10.1016/j.jhazmat.2021.127340,2022,"Qiongjie, W.",Effects of biofilm on metal adsorption behavior and microbial community of microplastics,Journal of Hazardous Materials,"Qiongjie, W.; Yong, Z.; Yangyang, Z.; Zhouqi, L.; Jinxiaoxue, W.; Huijuan, C.",26,Virgin,PS,,Cu (II),3.34,25.0,6.0,160.0,Single-ion,16.1495,,,QMS029,29,False,2.7818890894370805,0,0,1,0,0,1,97,imputed_rpm,high
QMR162,QMS029,10.1016/j.jhazmat.2021.127340,2022,"Qiongjie, W.",Effects of biofilm on metal adsorption behavior and microbial community of microplastics,Journal of Hazardous Materials,"Qiongjie, W.; Yong, Z.; Yangyang, Z.; Zhouqi, L.; Jinxiaoxue, W.; Huijuan, C.",26,Virgin,PS,,Cu (II),3.34,25.0,6.0,160.0,Mixed,14.4756,,Pb,QMS029,29,False,2.672464473377201,0,0,1,0,0,1,97,imputed_rpm,high
QMR163,QMS029,10.1016/j.jhazmat.2021.127340,2022,"Qiongjie, W.",Effects of biofilm on metal adsorption behavior and microbial community of microplastics,Journal of Hazardous Materials,"Qiongjie, W.; Yong, Z.; Yangyang, Z.; Zhouqi, L.; Jinxiaoxue, W.; Huijuan, C.",26,Virgin,PS,,Cu (II),3.34,25.0,6.0,160.0,Mixed,13.1719,,Pb,QMS029,29,False,2.578085772623775,0,0,1,0,0,1,97,imputed_rpm,high
QMR164,QMS029,10.1016/j.jhazmat.2021.127340,2022,"Qiongjie, W.",Effects of biofilm on metal adsorption behavior and microbial community of microplastics,Journal of Hazardous Materials,"Qiongjie, W.; Yong, Z.; Yangyang, Z.; Zhouqi, L.; Jinxiaoxue, W.; Huijuan, C.",26,Virgin,PS,,Cu (II),3.34,25.0,6.0,160.0,Mixed,9.2151,,Pb,QMS029,29,False,2.220843442934853,0,0,1,0,0,1,97,imputed_rpm,high
QMR165,QMS029,10.1016/j.jhazmat.2021.127340,2022,"Qiongjie, W.",Effects of biofilm on metal adsorption behavior and microbial community of microplastics,Journal of Hazardous Materials,"Qiongjie, W.; Yong, Z.; Yangyang, Z.; Zhouqi, L.; Jinxiaoxue, W.; Huijuan, C.",26,Virgin,PS,,Cu (II),3.34,25.0,6.0,160.0,Mixed,7.8111,,Pb,QMS029,29,False,2.0555457990042814,0,0,1,0,0,1,97,imputed_rpm,high
QMR166,QMS029,10.1016/j.jhazmat.2021.127340,2022,"Qiongjie, W.",Effects of biofilm on metal adsorption behavior and microbial community of microplastics,Journal of Hazardous Materials,"Qiongjie, W.; Yong, Z.; Yangyang, Z.; Zhouqi, L.; Jinxiaoxue, W.; Huijuan, C.",26,Virgin,PS,,Pb (II),10.88,25.0,6.0,160.0,Single-ion,23.8335,,,QMS029,29,False,3.1710921540143944,0,0,1,0,0,1,97,imputed_rpm,high
QMR167,QMS029,10.1016/j.jhazmat.2021.127340,2022,"Qiongjie, W.",Effects of biofilm on metal adsorption behavior and microbial community of microplastics,Journal of Hazardous Materials,"Qiongjie, W.; Yong, Z.; Yangyang, Z.; Zhouqi, L.; Jinxiaoxue, W.; Huijuan, C.",26,Virgin,PS,,Pb (II),10.88,25.0,6.0,160.0,Mixed,20.1289,,Cu,QMS029,29,False,3.0021565933498753,0,0,1,0,0,1,97,imputed_rpm,high
QMR168,QMS029,10.1016/j.jhazmat.2021.127340,2022,"Qiongjie, W.",Effects of biofilm on metal adsorption behavior and microbial community of microplastics,Journal of Hazardous Materials,"Qiongjie, W.; Yong, Z.; Yangyang, Z.; Zhouqi, L.; Jinxiaoxue, W.; Huijuan, C.",26,Virgin,PS,,Pb (II),10.88,25.0,6.0,160.0,Mixed,19.0987,,Cu,QMS029,29,False,2.94962026990898,0,0,1,0,0,1,97,imputed_rpm,high
QMR169,QMS029,10.1016/j.jhazmat.2021.127340,2022,"Qiongjie, W.",Effects of biofilm on metal adsorption behavior and microbial community of microplastics,Journal of Hazardous Materials,"Qiongjie, W.; Yong, Z.; Yangyang, Z.; Zhouqi, L.; Jinxiaoxue, W.; Huijuan, C.",26,Virgin,PS,,Pb (II),10.88,25.0,6.0,160.0,Mixed,13.9557,,Cu,QMS029,29,False,2.6358880269627862,0,0,1,0,0,1,97,imputed_rpm,high
QMR170,QMS029,10.1016/j.jhazmat.2021.127340,2022,"Qiongjie, W.",Effects of biofilm on metal adsorption behavior and microbial community of microplastics,Journal of Hazardous Materials,"Qiongjie, W.; Yong, Z.; Yangyang, Z.; Zhouqi, L.; Jinxiaoxue, W.; Huijuan, C.",26,Virgin,PS,,Pb (II),10.88,25.0,6.0,160.0,Mixed,11.7943,,Cu,QMS029,29,False,2.4676163639175157,0,0,1,0,0,1,97,imputed_rpm,high
QMR171,QMS029,10.1016/j.jhazmat.2021.127340,2022,"Qiongjie, W.",Effects of biofilm on metal adsorption behavior and microbial community of microplastics,Journal of Hazardous Materials,"Qiongjie, W.; Yong, Z.; Yangyang, Z.; Zhouqi, L.; Jinxiaoxue, W.; Huijuan, C.",26,Aged,PS,,Cu (II),3.34,25.0,6.0,160.0,Single-ion,19.8878,Lab: UV,,QMS029,29,False,2.9901064784024243,0,0,1,0,0,1,97,imputed_rpm,high
QMR172,QMS029,10.1016/j.jhazmat.2021.127340,2022,"Qiongjie, W.",Effects of biofilm on metal adsorption behavior and microbial community of microplastics,Journal of Hazardous Materials,"Qiongjie, W.; Yong, Z.; Yangyang, Z.; Zhouqi, L.; Jinxiaoxue, W.; Huijuan, C.",26,Aged,PS,,Cu (II),3.34,25.0,6.0,160.0,Mixed,16.7497,,Pb,QMS029,29,False,2.81838034766292,0,0,1,0,0,1,97,imputed_rpm,high
QMR173,QMS029,10.1016/j.jhazmat.2021.127340,2022,"Qiongjie, W.",Effects of biofilm on metal adsorption behavior and microbial community of microplastics,Journal of Hazardous Materials,"Qiongjie, W.; Yong, Z.; Yangyang, Z.; Zhouqi, L.; Jinxiaoxue, W.; Huijuan, C.",26,Aged,PS,,Cu (II),3.34,25.0,6.0,160.0,Mixed,15.2978,,Pb,QMS029,29,False,2.7277090272098214,0,0,1,0,0,1,97,imputed_rpm,high
QMR174,QMS029,10.1016/j.jhazmat.2021.127340,2022,"Qiongjie, W.",Effects of biofilm on metal adsorption behavior and microbial community of microplastics,Journal of Hazardous Materials,"Qiongjie, W.; Yong, Z.; Yangyang, Z.; Zhouqi, L.; Jinxiaoxue, W.; Huijuan, C.",26,Aged,PS,,Cu (II),3.34,25.0,6.0,160.0,Mixed,11.463,,Pb,QMS029,29,False,2.4391244571328725,0,0,1,0,0,1,97,imputed_rpm,high
QMR175,QMS029,10.1016/j.jhazmat.2021.127340,2022,"Qiongjie, W.",Effects of biofilm on metal adsorption behavior and microbial community of microplastics,Journal of Hazardous Materials,"Qiongjie, W.; Yong, Z.; Yangyang, Z.; Zhouqi, L.; Jinxiaoxue, W.; Huijuan, C.",26,Aged,PS,,Cu (II),3.34,25.0,6.0,160.0,Mixed,10.4185,,Pb,QMS029,29,False,2.343583072028118,0,0,1,0,0,1,97,imputed_rpm,high
QMR176,QMS029,10.1016/j.jhazmat.2021.127340,2022,"Qiongjie, W.",Effects of biofilm on metal adsorption behavior and microbial community of microplastics,Journal of Hazardous Materials,"Qiongjie, W.; Yong, Z.; Yangyang, Z.; Zhouqi, L.; Jinxiaoxue, W.; Huijuan, C.",26,Aged,PS,,Pb (II),10.88,25.0,6.0,160.0,Single-ion,26.6819,,,QMS029,29,False,3.283985432904602,0,0,1,0,0,1,97,imputed_rpm,high
QMR177,QMS029,10.1016/j.jhazmat.2021.127340,2022,"Qiongjie, W.",Effects of biofilm on metal adsorption behavior and microbial community of microplastics,Journal of Hazardous Materials,"Qiongjie, W.; Yong, Z.; Yangyang, Z.; Zhouqi, L.; Jinxiaoxue, W.; Huijuan, C.",26,Aged,PS,,Pb (II),10.88,25.0,6.0,160.0,Mixed,22.4351,,Cu,QMS029,29,False,3.1106266967391627,0,0,1,0,0,1,97,imputed_rpm,high
QMR178,QMS029,10.1016/j.jhazmat.2021.127340,2022,"Qiongjie, W.",Effects of biofilm on metal adsorption behavior and microbial community of microplastics,Journal of Hazardous Materials,"Qiongjie, W.; Yong, Z.; Yangyang, Z.; Zhouqi, L.; Jinxiaoxue, W.; Huijuan, C.",26,Aged,PS,,Pb (II),10.88,25.0,6.0,160.0,Mixed,21.4646,,Cu,QMS029,29,False,3.066405066515702,0,0,1,0,0,1,97,imputed_rpm,high
